1,219004.727,2301084.838,271.88,L_001,20.788444309411254,72.30080613577466
2,215698.363,2299505.132,272.431,L_001_B,20.773684291602994,72.26932926860495
3,218657.13,2301002.88,268.874,L_002,20.78765204647006,72.29748314453575
4,215653.222,2300460.799,272.407,L_002_A,20.782302834622712,72.2687408578664
5,218333.277,2300861.94,267.484,L_003,20.78633096045984,72.29439757647086
6,218073.281,2300769.325,266.755,L_004,20.78545566852899,72.29191715230328
7,217778.923,2300665.256,270.233,L_005,20.784471752440382,72.28910881880762
8,217474.321,2300559.223,270.672,L_006,20.783468512681495,72.28620252801407
9,216907.205,2300367.53,267.607,L_007,20.781652179262466,72.28079071070523
10,216178.102,2300118.81,270.089,L_008,20.77929629396633,72.27383368654222
11,215883.744,2300018.423,272.332,L_009,20.778345338676708,72.2710250188986
12,219017.751,2301160.328,272.375,R_001,20.78912763368038,72.30091901471637
13,218379.421,2300935.024,267.465,R_002,20.786997582837465,72.29482868812083
14,218125.356,2300852.537,267.997,R_003,20.786214606818994,72.29240354229447
15,217491.48,2300639.774,271.74,R_004,20.78419814601987,72.28635420745219
16,217241.13,2300567.139,268.463,R_005,20.78350454496736,72.28396322586596
17,216451.236,2300287.88,262.921,R_006,20.780863880792904,72.27642758015
18,215911.714,2300108.628,271.88,R_007,20.779163760092704,72.27127880810272
